timestamp,Basel Temperature [2 m elevation corrected],Basel Growing Degree Days [2 m elevation corrected],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220218T1300,13.380245,0.14084356,14.77755,214.0772
20220218T1400,14.090245,0.17042689,20.12461,222.82526
20220218T1500,14.780245,0.19917686,20.466246,230.7106
20220218T1600,15.230246,0.2179269,19.386593,238.67131
20220218T1700,15.240245,0.21834354,21.749481,245.55606
20220218T1800,15.030245,0.20959353,24.95452,243.43495
20220218T1900,15.270246,0.21959357,26.089447,242.02054
20220218T2000,13.670245,0.15292688,25.277023,259.3302
20220218T2100,11.080245,0.04501021,25.153671,279.0579
20220218T2200,8.590245,0,19.523155,264.70993
20220218T2300,7.8702455,0,17.418196,251.93953
20220219T0000,7.690245,0,18.792551,253.30075
20220219T0100,7.420245,0,18.204042,245.46228
20220219T0200,7.2602453,0,17.709658,243.43495
20220219T0300,7.1002455,0,17.873554,251.2001
20220219T0400,6.710245,0,17.727943,246.0375
20220219T0500,6.0602455,0,16.299694,239.47029
20220219T0600,5.6202455,0,15.141414,241.60698
20220219T0700,5.440245,0,14.007655,244.09349
20220219T0800,5.230245,0,12.303366,249.44395
20220219T0900,5.1002455,0,11.043261,250.9744
20220219T1000,5.8302455,0,13.979871,258.11133
20220219T1100,6.7202454,0,15.158522,265.91437
20220219T1200,7.420245,0,10.1376915,263.8845
20220219T1300,8.040245,0,17.414476,262.875
20220219T1400,8.720245,0,16.808569,260.1342
20220219T1500,8.870245,0,16.179985,249.14554
20220219T1600,9.140245,0,16.58346,242.8787
20220219T1700,9.130245,0,14.8257065,240.9454
20220219T1800,8.520246,0,10.661107,258.31064
20220219T1900,6.3502455,0,8.350138,262.5686
20220219T2000,5.1602454,0,9.178235,244.44003
20220219T2100,5.0102453,0,9.449572,229.63547
20220219T2200,4.4802456,0,14.003028,226.04163
20220219T2300,4.110245,0,15.815435,228.69138
20220220T0000,4.7002454,0,16.704155,217.11687
20220220T0100,5.1002455,0,18.218275,217.77568
20220220T0200,5.790245,0,20.620804,224.2927
20220220T0300,6.0702453,0,20.421871,229.28915
20220220T0400,5.940245,0,20.633371,227.1211
20220220T0500,5.980245,0,19.64228,228.71529
20220220T0600,5.9502454,0,19.346441,225
20220220T0700,5.9502454,0,17.826363,226.63658
20220220T0800,5.920245,0,16.548256,224.11859
20220220T0900,5.980245,0,16.299694,223.2101
20220220T1000,6.520245,0,15.408671,217.40535
20220220T1100,7.3502455,0,15.629971,208.92642
20220220T1200,8.400246,0,22.657131,224.35626
20220220T1300,9.150246,0,25.7041,232.9696
20220220T1400,9.730246,0,25.922499,232.33438
20220220T1500,9.780245,0,24.951921,223.83087
20220220T1600,10.190246,0.007926901,24.946726,225
20220220T1700,10.350245,0.014593561,20.466246,230.7106
20220220T1800,10.200245,0.008343537,19.95972,230.85602
20220220T1900,10.090245,0.003760219,20.65848,221.46771
20220220T2000,9.900246,0,22.493519,219.80557
20220220T2100,9.870245,0,23.419376,225
20220220T2200,9.900246,0,25.460934,226.14577
20220220T2300,10.320246,0.013343573,26.729847,225.54565
20220221T0000,10.320246,0.013343573,25.305208,219.80557
20220221T0100,10.420245,0.017510215,27.722336,217.61395
20220221T0200,10.360246,0.015010238,28.449112,218.32011
20220221T0300,10.200245,0.008343537,30.61482,221.18593
20220221T0400,9.380245,0,31.072817,226.87788
20220221T0500,8.840245,0,29.301876,227.48956
20220221T0600,8.370246,0,27.36947,243.43495
20220221T0700,7.130245,0,27.36947,271.50745
20220221T0800,5.2802453,0,19.45333,272.1211
20220221T0900,4.9102454,0,18.58451,248.4047
20220221T1000,5.480245,0,20.523157,248.38522
20220221T1100,6.130245,0,20.291357,244.79887
20220221T1200,6.790245,0,17.072504,245.05609
20220221T1300,6.960245,0,19.483284,242.488
20220221T1400,7.0902452,0,22.870626,241.82141
20220221T1500,7.190245,0,21.749483,241.31384
20220221T1600,6.8902454,0,20.380579,234.34467
20220221T1700,6.5602455,0,23.219301,240.25513
20220221T1800,6.210245,0,22.406927,246.31792
20220221T1900,6.1202455,0,20.393293,249.32558
20220221T2000,6.190245,0,21.046917,257.15228
20220221T2100,6.3402452,0,19.164719,264.6107
20220221T2200,6.3902454,0,17.283749,268.80652
20220221T2300,5.960245,0,14.440443,265.71085
20220222T0000,6.1002455,0,9.779817,263.65982
20220222T0100,5.750245,0,9.346143,254.35776
20220222T0200,5.420245,0,10.931203,252.75854
20220222T0300,5.5502453,0,11.177405,255.06857
20220222T0400,5.730245,0,12.324414,263.29016
20220222T0500,5.940245,0,11.901798,266.53177
20220222T0600,6.150245,0,11.901798,266.53177
20220222T0700,6.1202455,0,9.693296,248.1986
20220222T0800,6.3502455,0,10.990322,238.3925
20220222T0900,6.500245,0,12.4811535,236.7683
20220222T1000,6.980245,0,13.584932,237.99463
20220222T1100,7.290245,0,15.141414,241.60698
20220222T1200,7.3702455,0,18.775303,237.52881
20220222T1300,8.360246,0,19.826164,240.64224
20220222T1400,9.140245,0,19.386593,238.67131
20220222T1500,9.160245,0,17.238699,241.29405
20220222T1600,9.460245,0,15.778518,242.85033
20220222T1700,9.210245,0,13.392774,233.74615
20220222T1800,8.850245,0,13.979872,235.49149
20220222T1900,8.460245,0,13.783817,229.23639
20220222T2000,8.180245,0,14.529915,228.01279
20220222T2100,8.0602455,0,14.773164,226.97495
20220222T2200,8.090245,0,15.03835,227.91084
20220222T2300,8.190246,0,14.76439,225
20220223T0000,8.250245,0,15.281989,226.90915
20220223T0100,8.220245,0,15.281989,226.90915
20220223T0200,8.320246,0,14.291592,229.08562
20220223T0300,8.280246,0,12.682018,235.40771
20220223T0400,8.190246,0,9.885262,236.88866
20220223T0500,7.9102454,0,8.161764,228.57634
20220223T0600,7.670245,0,7.127636,225
20220223T0700,7.4102454,0,5.3517847,222.27368
20220223T0800,6.8302455,0,4.2136917,199.98311
20220223T0900,6.670245,0,3.7585104,196.69925
20220223T1000,7.880245,0,3.671294,191.30994
20220223T1100,8.880245,0,2.6208394,195.9454
20220223T1200,9.740245,0,3.7064266,150.94539
20220223T1300,10.440246,0.018343568,5.904439,142.4314
20220223T1400,11.050245,0.04376022,5.00128,149.74356
20220223T1500,11.640245,0.06834356,4.39436,145.00798
20220223T1600,12.160245,0.0900102,5.3999996,143.1301
20220223T1700,12.290245,0.09542688,5.315336,151.69923
20220223T1800,11.860246,0.07751024,3.671294,168.69006
20220223T1900,9.400246,0,3.396233,147.99461
20220223T2000,7.860245,0,6.9153743,128.6598
20220223T2100,6.1802454,0,6.4096174,141.84277
20220223T2200,3.7102456,0,5.3517847,160.34618
20220223T2300,3.1702452,0,4.6800003,157.38013
20220224T0000,3.2902455,0,6.3690495,132.70938
20220224T0100,2.9602456,0,6.489992,146.30994
20220224T0200,2.6302452,0,6.792466,147.99461
20220224T0300,2.4602454,0,6.792466,147.99461
20220224T0400,2.3402452,0,6.792466,147.99461
20220224T0500,2.3102455,0,7.10031,149.53445
20220224T0600,2.4302454,0,7.491114,144.78241
20220224T0700,2.2202454,0,7.928177,140.52754
20220224T0800,2.2602453,0,7.9932966,144.16235
20220224T0900,2.2502456,0,8.217153,151.18921
20220224T1000,3.6702452,0,8.766573,160.82098
20220224T1100,6.5502453,0,9.178235,168.69006
20220224T1200,9.160245,0,12.429127,190.00798
20220224T1300,11.050245,0.04376022,17.57744,214.99202
20220224T1400,11.920245,0.08001021,23.617756,232.43141
20220224T1500,12.230246,0.0929269,19.734436,231.66666
20220224T1600,12.570246,0.10709357,17.935081,231.5198
20220224T1700,12.5602455,0.1066769,19.513195,240.12401
20220224T1800,12.280245,0.0950102,17.388409,242.90445
20220224T1900,11.980246,0.08251023,14.904173,232.85332
20220224T2000,11.110246,0.046260238,14.003028,223.95837
20220224T2100,10.720245,0.030010223,14.021525,228.12213
20220224T2200,10.030245,0.001260201,16.071491,254.4072
20220224T2300,8.820246,0,16.62249,274.96973
20220225T0000,6.7002454,0,13.708391,283.67133
20220225T0100,5.500245,0,11.885453,271.73572
20220225T0200,4.750245,0,11.5199995,270
20220225T0300,4.1802454,0,10.853866,275.7106
20220225T0400,3.5202456,0,7.2805495,261.46924
20220225T0500,2.9702454,0,6.0347,252.64598
20220225T0600,2.1802454,0,6.1094027,225
20220225T0700,1.7902454,0,6.193674,215.53769
20220225T0800,1.2402453,0,6.297428,210.96376
20220225T0900,0.97024536,0,5.634891,206.56505
20220225T1000,2.7802453,0,7.42159,219.09386
20220225T1100,4.5202456,0,9.659814,243.43495
20220225T1200,5.730245,0,14.021525,240.80252
20220225T1300,6.7602453,0,14.707222,248.45903
20220225T1400,7.3402452,0,17.015474,263.92755
20220225T1500,7.400245,0,16.23596,273.8141
20220225T1600,7.500245,0,15.542662,283.39252
20220225T1700,7.1602454,0,13.450708,285.5241
20220225T1800,6.670245,0,10.538843,277.85333
20220225T1900,5.7002454,0,6.9899354,258.11133
20220225T2000,4.2302456,0,7.42159,255.96376
20220225T2100,3.3202453,0,6.763786,244.79889
20220225T2200,3.3102455,0,7.5942082,238.57043
20220225T2300,2.1202455,0,6.763786,244.79889
20220226T0000,1.8402454,0,5.506941,281.30994
20220226T0100,1.8802454,0,5.0911684,261.8699
20220226T0200,2.0602455,0,4.0249224,259.69516
20220226T0300,2.4602454,0,2.16,270
20220226T0400,2.3802454,0,1.484318,255.96376
20220226T0500,1.9802454,0,1.2979984,326.30994
20220226T0600,1.5102453,0,3.6,360
20220226T0700,-0.23975462,0,6.162207,6.7098236
20220226T0800,0.2502454,0,7.7043357,37.40535
20220226T0900,0.9002454,0,6.297428,59.036255
20220226T1000,1.8702455,0,5.904439,52.431404
20220226T1100,3.5702453,0,11.165805,69.22774
20220226T1200,5.2202454,0,14.693999,59.036255
20220226T1300,6.3102455,0,13.661038,71.56504
20220226T1400,6.9102454,0,12.641076,70.016884
20220226T1500,7.7402453,0,12.72283,64.88516
20220226T1600,8.210245,0,11.923557,61.11342
20220226T1700,8.260245,0,12.287555,58.17256
20220226T1800,7.520245,0,10.195057,47.862396
20220226T1900,5.0802455,0,7.2,36.86989
20220226T2000,3.3402452,0,7.928177,39.472458
20220226T2100,2.2202454,0,7.653705,48.81407
20220226T2200,1.3802454,0,6.989936,55.491463
20220226T2300,0.8302454,0,7.289445,57.094757
20220227T0000,0.5602454,0,7.491114,54.782394
20220227T0100,0.20024541,0,6.792466,57.994614
20220227T0200,-0.34975457,0,6.4096174,51.842773
20220227T0300,-1.0697546,0,7.386582,46.97493
20220227T0400,-1.7997545,0,8.161764,41.42366
20220227T0500,-1.8097545,0,7.8954163,46.847595
20220227T0600,-2.0597544,0,7.289445,57.094757
20220227T0700,-1.4897546,0,6.6087217,60.64225
20220227T0800,-1.2397546,0,5.991594,57.26477
20220227T0900,-2.0597544,0,5.8048253,60.25511
20220227T1000,1.3402455,0,5.495161,58.392494
20220227T1100,3.3002453,0,7.8954163,65.772255
20220227T1200,5.2602453,0,6.9899354,78.11134
20220227T1300,6.7602453,0,9.885262,79.50852
20220227T1400,8.160246,0,8.891344,68.62937
20220227T1500,9.400246,0,10.495713,67.83366
20220227T1600,10.030245,0.001260201,12.181625,71.029594
20220227T1700,9.940246,0,12.979984,70.55996
20220227T1800,9.270246,0,9.793058,72.89727
20220227T1900,7.3102455,0,7.289444,69.77513
20220227T2000,4.750245,0,9.19939,59.42076
20220227T2100,3.4202452,0,8.78872,55.007973
20220227T2200,2.0502453,0,9.504272,52.696053
20220227T2300,1.0502454,0,8.4963045,53.61563
20220228T0000,0.4302454,0,6.725354,74.47588
20220228T0100,0.1202454,0,6.162207,96.70984
20220228T0200,-0.73975456,0,5.1544156,102.09476
20220228T0300,-1.6797546,0,4.3349743,94.76365
20220228T0400,-2.3097544,0,4.3349743,94.76365
20220228T0500,-2.2197547,0,4.2136917,109.9831
20220228T0600,-2.8097544,0,4.3349743,131.63353
20220228T0700,-3.1797547,0,4.8433046,131.98721
20220228T0800,-3.2497544,0,4.8433046,131.98721
20220228T0900,-2.2797546,0,5.0911684,135
20220228T1000,0.5902454,0,4.3349743,131.63353
20220228T1100,2.6802454,0,3.8939953,123.69006
20220228T1200,4.2402453,0,5.1919937,123.69006
20220228T1300,5.8702455,0,4.8965297,126.027374
20220228T1400,7.440245,0,3.7064266,119.054596
20220228T1500,8.660245,0,2.968636,104.03624
20220228T1600,9.390245,0,2.968636,75.96376
20220228T1700,9.800245,0,4.198285,59.036232
20220228T1800,8.830245,0,5.3517847,47.726303
20220228T1900,8.720245,0,4.5820518,44.999985
20220228T2000,6.2602453,0,5.154415,65.224846
20220228T2100,2.0802455,0,6.87779,83.99099
20220228T2200,0.77024543,0,6.130579,93.366455
20220228T2300,0.3702454,0,5.771239,93.576324
20220301T0000,0.2902454,0,6.2145634,100.00798
20220301T0100,-0.1897546,0,5.5887027,104.93142
20220301T0200,-0.3697546,0,5.1544156,102.09476
20220301T0300,-1.0597546,0,4.452954,104.03624
20220301T0400,-1.8197545,0,4.452954,104.03624
20220301T0500,-2.4697547,0,4.6800003,112.61986
20220301T0600,-2.6997547,0,3.8939953,123.69006
20220301T0700,-2.6897545,0,4.6102495,128.6598
20220301T0800,-3.3797545,0,3.319036,139.3987
20220301T0900,-2.5397544,0,3.8268526,138.81407
20220301T1000,0.7802454,0,4.8965297,126.027374
20220301T1100,3.2002454,0,4.829907,116.56505
20220301T1200,4.7802453,0,3.319036,130.60129
20220301T1300,6.1402454,0,3.8939953,123.69006
20220301T1400,7.5802455,0,4.2136917,109.9831
20220301T1500,8.690246,0,2.1897945,99.46232
20220301T1600,9.410245,0,2.7416782,113.19859
20220301T1700,9.760245,0,3.219938,116.56505
20220301T1800,8.890245,0,1.484318,75.96376
20220301T1900,6.7602453,0,3.6,36.86989
20220301T2000,2.6602454,0,6.9899354,78.11134
20220301T2100,2.2602453,0,5.0528407,94.08562
20220301T2200,0.7602454,0,2.7416782,113.19859
20220301T2300,0.100245416,0,2.9024127,119.74488
20220302T0000,0.22024539,0,3.7064266,119.054596
20220302T0100,-0.6797546,0,4.5820518,135
20220302T0200,-1.7697545,0,4.198285,149.03624
20220302T0300,-1.5297545,0,3.8939953,146.30994
20220302T0400,-1.5697545,0,4.6102495,141.34018
20220302T0500,-2.0197544,0,5.1165614,140.71059
20220302T0600,-2.5297546,0,3.8268526,138.81407
20220302T0700,-2.4497547,0,4.8433046,131.98721
20220302T0800,-2.7897544,0,5.3517847,137.72632
20220302T0900,-2.3397546,0,4.8433046,138.01279
20220302T1000,0.7002454,0,3.8268526,138.81407
20220302T1100,3.1702452,0,3.6,143.1301
20220302T1200,5.420245,0,3.2599385,173.6598
20220302T1300,7.1602454,0,2.2768397,198.43495
20220302T1400,8.580245,0,1.1384199,198.43495
20220302T1500,9.8102455,0,1.2979984,236.30994
20220302T1600,10.230246,0.009593566,2.5455842,351.8699
20220302T1700,9.720245,0,3.0758414,20.556046
20220302T1800,9.5602455,0,4.1046314,15.255127
20220302T1900,8.890245,0,4.1046314,52.125
20220302T2000,7.6802454,0,2.52,89.99999
20220302T2100,5.0502453,0,2.968636,75.96376
20220302T2200,4.5302453,0,2.968636,104.03624
20220302T2300,3.9702454,0,2.3051248,141.34018
20220303T0000,3.2402453,0,2.1897945,99.46232
20220303T0100,1.9802454,0,2.1897945,99.46232
20220303T0200,1.9502454,0,2.0991426,120.96376
20220303T0300,1.2502453,0,2.0364676,135
20220303T0400,0.2702454,0,2.5959969,123.69006
20220303T0500,-0.77975464,0,2.8116899,129.80557
20220303T0600,-1.4297546,0,3.396233,122.00538
20220303T0700,-1.7197546,0,3.7064266,119.054596
20220303T0800,-1.6697546,0,3.7064266,119.054596
20220303T0900,-0.6697546,0,3.563818,135
20220303T1000,2.2702456,0,3.6,143.1301
20220303T1100,5.0802455,0,2.8116899,140.19443
20220303T1200,7.5802455,0,0.5091169,135
20220303T1300,9.650246,0,0.5091169,315
20220303T1400,11.260245,0.05251022,1.835647,348.69006
20220303T1500,12.400246,0.10001024,4.6938252,355.60132
20220303T1600,12.870245,0.11959354,6.4799995,360
20220303T1700,12.940246,0.12251023,6.5693827,9.462311
20220303T1800,12.070246,0.08626024,3.4152596,341.56506
20220303T1900,9.500245,0,7.968939,341.56506
20220303T2000,6.400245,0,10.390226,14.03624
20220303T2100,4.7002454,0,7.754637,21.801407
20220303T2200,4.5802455,0,4.6938257,32.47119
20220303T2300,3.0702453,0,5.3517847,47.726303
20220304T0000,2.0702453,0,6.8777895,47.121094
20220304T0100,1.0502454,0,5.634891,63.43495
20220304T0200,0.2102454,0,5.506941,78.69006
20220304T0300,-0.3097546,0,5.1544156,77.905235
20220304T0400,-1.1597546,0,4.802999,77.00538
20220304T0500,-1.6397547,0,4.0249224,79.695145
20220304T0600,-2.4297547,0,4.0249224,79.695145
20220304T0700,-2.7697544,0,4.6938252,85.60129
20220304T0800,-2.7997546,0,5.0528407,85.91438
20220304T0900,-0.8497546,0,3.7064266,60.945396
20220304T1000,1.7502455,0,4.0249224,63.43495
20220304T1100,4.0702453,0,4.8433046,48.01277
20220304T1200,6.040245,0,5.0911684,44.999985
20220304T1300,7.8002453,0,6.3690495,42.70938
20220304T1400,9.150246,0,7.928177,39.472458
20220304T1500,10.020246,0.000843565,8.287822,34.380325
20220304T1600,10.530245,0.022093534,8.707237,29.744873
20220304T1700,10.5602455,0.023343563,9.565437,19.798859
20220304T1800,9.860246,0,7.2805495,8.530762
20220304T1900,7.610245,0,8.311245,4.9697266
20220304T2000,4.380245,0,10.137692,16.504364
20220304T2100,2.2802453,0,9.085988,33.690063
20220304T2200,0.9302454,0,8.669949,41.63353
20220304T2300,-0.20975459,0,8.161764,48.576324
20220305T0000,-0.9597546,0,9.585739,55.71312
20220305T0100,-1.5497545,0,7.5170207,73.30075
20220305T0200,-2.0197544,0,6.2145634,79.99202
20220305T0300,-2.8197546,0,5.8603754,79.38034
20220305T0400,-3.3097544,0,5.8048253,82.874985
20220305T0500,-3.3297548,0,5.506941,78.69006
20220305T0600,-2.7597547,0,4.6800003,67.380135
20220305T0700,-2.0897546,0,4.896529,72.89727
20220305T0800,-2.4397545,0,4.802999,77.00538
20220305T0900,-2.6797547,0,2.9024127,82.874985
20220305T1000,0.4802454,0,2.968636,75.96376
20220305T1100,2.4602454,0,3.5455887,66.037506
20220305T1200,4.1902456,0,4.3498964,24.443954
20220305T1300,5.650245,0,4.8965297,36.027374
20220305T1400,6.770245,0,5.1165614,39.2894
20220305T1500,7.5502453,0,6.193674,35.53766
20220305T1600,8.190246,0,6.439876,26.565033
20220305T1700,8.320246,0,7.172949,17.525558
20220305T1800,7.5302453,0,5.04,360
20220305T1900,5.1402454,0,9.746631,355.7636
20220305T2000,2.1002455,0,10.495713,5.906128
20220305T2100,3.3702455,0,8.891344,21.370605
20220305T2200,2.3502455,0,7.9932966,35.837646
20220305T2300,0.6002454,0,7.928177,50.527527
20220306T0000,-1.3097546,0,7.7043357,52.594643
20220306T0100,-1.7697545,0,7.729527,62.241455
20220306T0200,-1.9697546,0,5.95906,64.98311
20220306T0300,-2.1697545,0,5.991594,57.26477
20220306T0400,-2.2697544,0,5.495161,58.392494
20220306T0500,-2.0097547,0,5.6233797,50.194427
20220306T0600,-2.3497548,0,5.904439,37.568573
20220306T0700,-2.7497544,0,5.495161,31.607498
20220306T0800,-3.1397548,0,5.991594,32.735214
20220306T0900,-3.0797548,0,5.495161,31.607498
20220306T1000,-0.2697546,0,6.439876,26.565033
20220306T1100,1.5602454,0,9,36.86989
20220306T1200,3.2902455,0,9.726664,38.990982
20220306T1300,4.9702454,0,10.514218,51.95294
20220306T1400,6.270245,0,11.090103,54.2461
20220306T1500,6.940245,0,9.931042,46.468796
20220306T1600,7.4102454,0,10.00256,30.256424
20220306T1700,7.3302455,0,10.636766,23.962479
20220306T1800,6.3402452,0,9.3669195,2.202591
20220306T1900,4.6402454,0,9.826088,8.426956
20220306T2000,2.4802454,0,9.6932955,15.068481
20220306T2100,1.0902455,0,8.766573,19.179016
20220306T2200,0.13024542,0,8.557102,22.249008
20220306T2300,-0.90975463,0,8.891344,21.370605
20220307T0000,-0.6797546,0,8.699793,24.443954
20220307T0100,-1.1897546,0,9.085988,33.690063
20220307T0200,-1.7197546,0,8.14587,44.999985
20220307T0300,-2.1897545,0,7.386582,46.97493
20220307T0400,-2.7697544,0,7.386582,43.025055
20220307T0500,-3.1897545,0,7.9932966,35.837646
20220307T0600,-3.6297545,0,7.7043357,37.40535
20220307T0700,-3.8197546,0,7.5942082,31.42955
20220307T0800,-4.0097547,0,6.9527545,21.250488
20220307T0900,-1.9497546,0,6.151683,20.556046
20220307T1000,0.100245416,0,8.217153,28.810776
20220307T1100,1.6102453,0,10.948973,46.3322
20220307T1200,3.2002454,0,8.669949,48.366455
20220307T1300,4.670245,0,10.495713,67.83366
20220307T1400,5.7002454,0,11.298495,67.52056
20220307T1500,6.5502453,0,10.636766,66.037506
20220307T1600,7.170245,0,10.587917,72.18111
20220307T1700,7.290245,0,10.041354,75.465546
20220307T1800,6.750245,0,7.24486,63.43495
20220307T1900,3.9902453,0,8.217153,61.18921
20220307T2000,1.4502454,0,9.227524,69.443954
20220307T2100,0.2502454,0,8.427383,70.016884
20220307T2200,-0.6797546,0,6.9527545,68.7495
20220307T2300,-1.2397546,0,6.6185193,67.61986
20220308T0000,-1.5397545,0,7.5685663,87.27369
20220308T0100,-2.1097546,0,8.4042845,99.86581
20220308T0200,-2.5697546,0,7.24486,116.56505
20220308T0300,-2.9697547,0,5.315336,118.30075
20220308T0400,-3.5797548,0,5.4477882,82.40536
20220308T0500,-4.099755,0,5.0528407,85.91438
20220308T0600,-3.7597547,0,4.1046314,105.25512
20220308T0700,-4.139755,0,3.096837,125.537674
20220308T0800,-4.2997546,0,3.4152596,108.434944
20220308T0900,-2.6297545,0,5.2416787,105.9454
20220308T1000,-0.009754598,0,6.28713,103.24051
20220308T1100,1.6402454,0,7.771331,103.392494
20220308T1200,3.0902452,0,7.7879906,123.69006
20220308T1300,4.690245,0,6.618519,135
20220308T1400,6.110245,0,6.3690495,132.70938
20220308T1500,7.420245,0,6.439876,116.56505
20220308T1600,8.360246,0,6.151683,110.556046
20220308T1700,8.740245,0,6.28713,103.24051
20220308T1800,8.300245,0,6.130579,93.366455
20220308T1900,9.0602455,0,5.0142193,111.03751
20220308T2000,4.8402452,0,5.154415,114.77514
20220308T2100,2.3902454,0,6.12,118.07248
20220308T2200,0.84024537,0,6.87779,96.009
20220308T2300,-0.11975461,0,6.9527545,68.7495
20220309T0000,-0.61975455,0,5.3517847,137.72632
20220309T0100,-1.0997546,0,5.3517847,132.27368
20220309T0200,-1.5197545,0,5.3517847,137.72632
20220309T0300,-2.5097547,0,4.8965297,143.97263
20220309T0400,-3.1397548,0,4.8965297,143.97263
20220309T0500,-3.6297545,0,5.495161,148.3925
20220309T0600,-4.1597548,0,5.1919937,146.30994
20220309T0700,-4.4297547,0,4.8965297,143.97263
20220309T0800,-4.4397545,0,4.6102495,141.34018
20220309T0900,-2.4197545,0,4.8433046,138.01279
20220309T1000,0.9202454,0,4.1046314,142.12502
20220309T1100,3.9802456,0,4.3349743,138.36646
20220309T1200,6.690245,0,4.6938257,147.52881
20220309T1300,9.050245,0,3.9763298,174.80557
20220309T1400,11.030245,0.042926867,4.3349743,175.23636
20220309T1500,12.250245,0.093760215,4.379589,170.53767
20220309T1600,13.100245,0.1291769,3.7585104,163.30075
20220309T1700,13.500245,0.14584355,3.319036,130.60129
20220309T1800,13.200245,0.13334353,2.5455842,81.869896
20220309T1900,12.070246,0.08626024,2.2768397,71.56504
20220309T2000,7.2202454,0,3.2599385,83.65981
20220309T2100,3.5502453,0,4.802999,102.99461
20220309T2200,2.7402453,0,4.1046314,105.25512
20220309T2300,1.9902455,0,4.5536795,108.434944
20220310T0000,1.4302454,0,3.8939953,123.69006
20220310T0100,0.7202454,0,4.8965297,126.027374
20220310T0200,0.070245415,0,5.3999996,126.869896
20220310T0300,-0.10975462,0,5.1165614,129.2894
20220310T0400,-0.5397546,0,4.6102495,128.6598
20220310T0500,-0.98975456,0,5.1165614,129.2894
20220310T0600,-1.3397546,0,5.1165614,129.2894
20220310T0700,-1.8797547,0,4.8433046,131.98721
20220310T0800,-1.9997545,0,4.8965297,126.027374
20220310T0900,-0.6797546,0,4.510787,118.61046
20220310T1000,2.5302453,0,4.452954,104.03624
20220310T1100,5.460245,0,4.0249224,100.30484
20220310T1200,8.200246,0,4.32,89.99999
20220310T1300,10.300245,0.012510221,4.3349743,85.23635
20220310T1400,12.120245,0.08834354,3.9763298,84.805565
20220310T1500,13.420245,0.14251022,3.2399998,89.99999
20220310T1600,14.400246,0.18334357,3.6,89.99999
20220310T1700,14.690246,0.1954269,2.5455842,81.869896
20220310T1800,14.800245,0.20001023,2.4149535,26.565033
20220310T1900,13.8102455,0.15876023,2.0364676,44.999985
20220310T2000,8.850245,0,2.9024127,97.125015
20220310T2100,5.4902453,0,3.7064266,119.054596
20220310T2200,4.0102453,0,3.7064266,119.054596
20220310T2300,2.7702456,0,5.1919937,123.69006
20220311T0000,2.3102455,0,5.1919937,146.30994
20220311T0100,1.7102454,0,6.4096174,141.84277
20220311T0200,0.8202454,0,5.8603754,137.48955
20220311T0300,0.050245404,0,5.3999996,143.1301
20220311T0400,-0.8397546,0,5.1165614,140.71059
20220311T0500,-1.0997546,0,5.0911684,135
20220311T0600,-1.3297546,0,5.3517847,132.27368
20220311T0700,-1.3697546,0,5.1165614,129.2894
20220311T0800,-1.0297546,0,5.3999996,126.869896
20220311T0900,0.41024542,0,5.495161,121.6075
20220311T1000,3.7502456,0,5.495161,121.6075
20220311T1100,6.5502453,0,5.634891,116.56505
20220311T1200,8.590245,0,7.24486,116.56505
20220311T1300,10.830245,0.03459354,8.707237,119.74488
20220311T1400,12.540245,0.105843544,8.891344,111.37062
20220311T1500,13.480246,0.14501023,6.763786,115.20112
20220311T1600,13.900246,0.16251023,6.6087217,119.35774
20220311T1700,13.850245,0.1604269,3.8939953,123.69006
20220311T1800,13.340245,0.13917689,5.0142193,111.03751
20220311T1900,11.620245,0.06751021,6.849467,93.01279
20220311T2000,9.010245,0,6.725354,105.5241
20220311T2100,6.8902454,0,6.9899354,101.88866
20220311T2200,6.520245,0,5.904439,127.56859
20220311T2300,5.290245,0,4.8433046,138.01279
20220312T0000,4.770245,0,3.4152596,161.56505
20220312T0100,5.000245,0,3.9763298,174.80557
20220312T0200,4.940245,0,4.73506,171.25385
20220312T0300,4.6202455,0,4.1046314,164.74487
20220312T0400,4.6602454,0,4.1046314,142.12502
20220312T0500,4.400245,0,5.0911684,135
20220312T0600,4.380245,0,5.3517847,137.72632
20220312T0700,4.1402454,0,5.1165614,140.71059
20220312T0800,3.7602453,0,5.6233797,140.19443
20220312T0900,4.650245,0,5.6002855,135
20220312T1000,6.790245,0,4.6102495,128.6598
20220312T1100,8.870245,0,2.4149535,116.56505
20220312T1200,11.320246,0.05501024,2.0364676,44.999985
20220312T1300,12.510245,0.10459355,2.7416782,66.8014
20220312T1400,13.520246,0.1466769,1.484318,14.03624
20220312T1500,14.120245,0.17167687,5.0142193,21.037506
20220312T1600,14.570246,0.1904269,6.489992,19.440033
20220312T1700,14.520246,0.18834357,6.28713,23.629364
20220312T1800,14.150246,0.1729269,4.802999,347.00537
20220312T1900,12.780245,0.115843534,7.69592,349.2157
20220312T2000,11.570246,0.06542691,9.107359,18.434952
20220312T2100,8.220245,0,6.638072,40.601288
20220312T2200,7.2202454,0,4.5820518,44.999985
20220312T2300,5.5502453,0,4.829907,63.43495
20220313T0000,4.8402452,0,5.315336,61.699234
20220313T0100,4.5302453,0,3.6179552,84.289406
20220313T0200,3.2102456,0,2.8116899,140.19443
20220313T0300,2.4002454,0,1.5273507,135
